full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,target,source
makasih y mec... udh kerja.... sekarang cepetan balikin yang pink sc @mecimapro,1.94570464572207E+018,2025-07-17 04:38:31+00:00,@arhechive,1.1223285172056E+018,in,,0,0,0,0,https://x.com/arhechive/status/1945704645722071243,['mecimapro'],1,mecimapro,@arhechive
AKU JUGA MAU DONG DI TF DARI PT MECIMA ITUU @mecimapro 1 tix orange east sama 1 tix yellow east yaaaaaa #KawalRefundMecima,1.94570547523824E+018,2025-07-17 04:41:49+00:00,@keunil2707,1.24126286399958E+018,in,,0,0,1,0,https://x.com/keunil2707/status/1945705475238240385,['mecimapro'],1,mecimapro,@keunil2707
Damn bentar lagi byuma pink sc refund kan cim? @mecimapro,1.94571266790755E+018,2025-07-17 05:10:24+00:00,@jooyeonespodeng,1.83276916077616E+018,in,,0,0,0,0,https://x.com/jooyeonespodeng/status/1945712667907563963,['mecimapro'],1,mecimapro,@jooyeonespodeng
cim @mecimapro refund uang myday dilanjutin lagi lah #MecimaBalikinDuitMyday #MECIMA_NOT_PROfessional,1.94573261568605E+018,2025-07-17 06:29:40+00:00,@tararoddablue,2340307934,in,,0,0,7,0,https://x.com/tararoddablue/status/1945732615686050080,['mecimapro'],1,mecimapro,@tararoddablue
Yang day6 udh ada hilal di refund belum yaaa??? @mecimapro #KawalRefundMecima,1.94573391023277E+018,2025-07-17 06:34:48+00:00,@keunil2707,1.24126286399958E+018,in,,0,0,3,0,https://x.com/keunil2707/status/1945733910232772680,['mecimapro'],1,mecimapro,@keunil2707
refundnya mana yaa @mecimapro #MecimaTuntaskanRefund,1.94576557382223E+018,2025-07-17 08:40:38+00:00,@1feel94,8.7377472041548E+017,in,,0,0,0,0,https://x.com/1feel94/status/1945765573822238890,['mecimapro'],1,mecimapro,@1feel94
@Kemendag @BPKN_RI @KemenPariwisata @mecimapro RABU 17 JUL 2025 16.07 D+75 KONSER Yth Ibu Melani konser day6 sudah selesai dari 2 bulan yang lalu. Sekarang segera selesaikan refund tiket day6 kami! Sudah cukup kalian mengulur waktu terus menerus! KEMBALIKAN UANG KAMI SEGERA ! #MecimaTuntaskanRefund #KawalRefundMecima,1.94577244260314E+018,2025-07-17 09:07:55+00:00,@junshrek,55474501,in,,0,1,0,0,https://x.com/junshrek/status/1945772442603143557,"['Kemendag', 'BPKN_RI', 'KemenPariwisata', 'mecimapro']",4,Kemendag,@junshrek
refund mel! cepet gak?!!! musuh lo udh seluruh indonesia gausah cari muka sama artis lain nama lo udah kek bangke bau busuk! @mecimapro #MecimaTuntaskanRefund,1.94577371997006E+018,2025-07-17 09:13:00+00:00,@spheregurl,278891730,in,,0,0,0,0,https://x.com/spheregurl/status/1945773719970066746,['mecimapro'],1,mecimapro,@spheregurl
lagi bengong trus inget duit gue 2.9 JUTA masih di elu @mecimapro,1.94578119797791E+018,2025-07-17 09:42:43+00:00,@cikidodoy,1.41734119668324E+018,in,,0,1,0,0,https://x.com/cikidodoy/status/1945781197977911420,['mecimapro'],1,mecimapro,@cikidodoy
p @mecimapro makin makin yah mentang mentang kita lg hectic u malah makin diem CEPET REFUND!! #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94578507618621E+018,2025-07-17 09:58:07+00:00,@eisagyuyaa,1.81013984086606E+018,in,,0,0,1,0,https://x.com/eisagyuyaa/status/1945785076186218895,['mecimapro'],1,mecimapro,@eisagyuyaa
p bayar utang woi buat beli susu anak nih @mecimapro,1.94578905487814E+018,2025-07-17 10:13:56+00:00,@ddalkiuyyu,1456162537,in,,0,2,0,0,https://x.com/ddalkiuyyu/status/1945789054878154833,['mecimapro'],1,mecimapro,@ddalkiuyyu
Diem diem bae lu @mecimapro kirain myday berserikat juga diem diem aja ya? Lmao #MecimaTuntaskanRefund,1.94579199763535E+018,2025-07-17 10:25:37+00:00,@gwenateez,1.48698262039929E+018,in,,0,0,0,0,https://x.com/gwenateez/status/1945791997635355077,['mecimapro'],1,mecimapro,@gwenateez
Sampe lupa masih punya simpenan duit sm @mecimapro KAPAN BALIKIN DUIT EUYYYYY,1.94579732972404E+018,2025-07-17 10:46:49+00:00,@fwdump_,303735029,in,,0,0,0,0,https://x.com/fwdump_/status/1945797329724051804,['mecimapro'],1,mecimapro,@fwdump_
REFUNDNYA MANA COY @mecimapro,1.94579876031699E+018,2025-07-17 10:52:30+00:00,@sungddenly,1.41400661466372E+018,in,,0,0,0,0,https://x.com/sungddenly/status/1945798760317001895,['mecimapro'],1,mecimapro,@sungddenly
Balikin uang aku! @mecimapro @Kemendag @KemenPariwisata @BPKN_RI @DPR_RI #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional #MecimaTuntaskanRefund,1.94581157327843E+018,2025-07-17 11:43:25+00:00,@Pipibribri,1.31078298147309E+018,in,,0,0,0,0,https://x.com/Pipibribri/status/1945811573278445661,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI', 'DPR_RI']",5,mecimapro,@Pipibribri
Refund yg sby donggg @mecimapro,1.94581716291804E+018,2025-07-17 12:05:37+00:00,@Xodiesh,1.30423929809536E+018,in,,0,0,0,0,https://x.com/Xodiesh/status/1945817162918043872,['mecimapro'],1,mecimapro,@Xodiesh
kelanjutan refund mana bro @mecimapro #MecimaTuntaskanRefund,1.9458245924232E+018,2025-07-17 12:35:09+00:00,@161kilograms,8.61473106199666E+017,in,,0,0,0,0,https://x.com/161kilograms/status/1945824592423215320,['mecimapro'],1,mecimapro,@161kilograms
Ya allah wch knp tiketnya mahal tiket sawat murah wch nya mahal cim refund pls. Mau ketemu pcr nih @mecimapro,1.94583199279862E+018,2025-07-17 13:04:33+00:00,@cerisejelly,619645783,in,,0,0,0,0,https://x.com/cerisejelly/status/1945831992798630315,['mecimapro'],1,mecimapro,@cerisejelly
Refund tiket gue total 10juta cepat @mecimapro,1.94586445198881E+018,2025-07-17 15:13:32+00:00,@bbangmeokja,1.28070981863058E+018,in,,0,0,13,12,https://x.com/bbangmeokja/status/1945864451988824335,['mecimapro'],1,mecimapro,@bbangmeokja
duh susah bgt komunikasi sm artis satu ini @mecimapro we just need our money back #MecimaTuntaskanRefund,1.94599222008103E+018,2025-07-17 23:41:14+00:00,@ssaltychim,3253616821,in,,0,0,0,0,https://x.com/ssaltychim/status/1945992220081045862,['mecimapro'],1,mecimapro,@ssaltychim
selamat pagi kak @mecimapro bisa yuk ditunggu refundnya #MecimaTuntaskanRefund,1.94601656195074E+018,2025-07-18 01:17:58+00:00,@mengmengdud,1.87657789884241E+018,in,,0,0,0,0,https://x.com/mengmengdud/status/1946016561950753058,['mecimapro'],1,mecimapro,@mengmengdud
hari ini fm nya day6. bisa kali mel REFUND nya di jalankan lagi eh tunggu apa duitnya buat ke korea lg buat nonton fm disana? @mecimapro pak liat noh pak bisa kali di ingetin biat refund @Kemendag @KemenPariwisata @BPKN_RI,1.94602423797168E+018,2025-07-18 01:48:28+00:00,@xzlailnmf,1.84142961746034E+018,in,,0,0,0,0,https://x.com/xzlailnmf/status/1946024237971698109,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@xzlailnmf
Mulai refund lagi dong @mecimapro,1.94603570434321E+018,2025-07-18 02:34:02+00:00,@splenjdid,1.06947107860125E+018,in,,0,0,1,1,https://x.com/splenjdid/status/1946035704343220402,['mecimapro'],1,mecimapro,@splenjdid
met pagi cim jgn lupa refund @mecimapro #MecimaTuntaskanRefund,1.94603654601424E+018,2025-07-18 02:37:22+00:00,@leanon__me,1.22179763057072E+018,in,,0,0,0,0,https://x.com/leanon__me/status/1946036546014257246,['mecimapro'],1,mecimapro,@leanon__me
KEMBALIKAN UANG SAYA 2 TIX ORANGE EAST MEMBERSHIP KE REKENING BCA‼️ @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional #kawalrefundmecima,1.94603779894483E+018,2025-07-18 02:42:21+00:00,@chickenlemonade,192254948,in,,0,3,11,10,https://x.com/chickenlemonade/status/1946037798944845873,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@chickenlemonade
bro sorry banget nih ekonomi lagi susah jadi bisa ga lu percepat refund hak gue itu @mecimapro #MecimaTuntaskanRefund,1.94604598469558E+018,2025-07-18 03:14:53+00:00,@friedcarbonara,1.76541956844362E+018,in,,0,1,0,0,https://x.com/friedcarbonara/status/1946045984695591414,['mecimapro'],1,mecimapro,@friedcarbonara
P @mecimapro BAYAR UTANGGGG,1.94605087622288E+018,2025-07-18 03:34:19+00:00,@youngkkmeng,1.15238964205168E+018,in,,0,0,0,0,https://x.com/youngkkmeng/status/1946050876222881845,['mecimapro'],1,mecimapro,@youngkkmeng
REFUNDNYA MANA UPDATENYA KTNY BAKAL UPDATE TERUSSSSS @mecimapro,1.94606011624083E+018,2025-07-18 04:11:02+00:00,@tiramishuv,1.05152814094462E+018,in,,0,0,0,0,https://x.com/tiramishuv/status/1946060116240842919,['mecimapro'],1,mecimapro,@tiramishuv
mecima duit gue mana? gue mau jajan merch @mecimapro,1.94606052446433E+018,2025-07-18 04:12:39+00:00,@tinyzzy,1146451969,in,,1,0,1,0,https://x.com/tinyzzy/status/1946060524464341271,['mecimapro'],1,mecimapro,@tinyzzy
Di tengah kebahagiaan ini aku tetep mau nagih utang! @mecimapro KERJA! #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94617061041914E+018,2025-07-18 11:30:06+00:00,@netkirei,56996790,in,,0,0,0,0,https://x.com/netkirei/status/1946170610419147187,['mecimapro'],1,mecimapro,@netkirei
Refund bisa kali @mecimapro,1.94617331402585E+018,2025-07-18 11:40:50+00:00,@faniheol,322441783,in,,0,0,0,0,https://x.com/faniheol/status/1946173314025853391,['mecimapro'],1,mecimapro,@faniheol
Jangan kabur plis usahain refund itu kewajiban lu @mecimapro !!,1.94621025916233E+018,2025-07-18 14:07:39+00:00,@aIlonica,1883700031,in,,0,0,1,1,https://x.com/aIlonica/status/1946210259162337469,['mecimapro'],1,mecimapro,@aIlonica
Malam kak ini beneran refundnnya disegerakan ya mau 3 kali gajian ini. @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #KawalRefundMecima #MECIMA_NOT_PROfessional #MecimaTuntaskanRefund,1.94623359852654E+018,2025-07-18 15:40:23+00:00,@acelapati,8.81246642942337E+017,in,,0,0,0,1,https://x.com/acelapati/status/1946233598526545974,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@acelapati
Selamat siang @mecimapro @mecima_shop gimana progres pengiriman album fansign Chanyeol? Karena ini sudah 8 bulan+ setelah fansign mengingat saya beli ratusan dan ratusan album itu sudah saya jual ke teman2 saya jadi saya ada tgg jwb kirim ke mereka. Tolong dipercepat ya kak,1.94644190227614E+018,2025-07-19 05:28:07+00:00,@ranyandari,50568083,in,,0,0,2,6,https://x.com/ranyandari/status/1946441902276145630,"['mecimapro', 'mecima_shop']",2,mecimapro,@ranyandari
Oi bayar utang lu @mecimapro jgn kabur!!!!,1.94648852370576E+018,2025-07-19 08:33:22+00:00,@kittisaurs,8.75287379841392E+017,in,,0,0,0,0,https://x.com/kittisaurs/status/1946488523705765964,['mecimapro'],1,mecimapro,@kittisaurs
refund dulu gaksi @mecimapro,1.94649198966044E+018,2025-07-19 08:47:09+00:00,@sikkeureo,147454427,in,,0,0,12,9,https://x.com/sikkeureo/status/1946491989660447205,['mecimapro'],1,mecimapro,@sikkeureo
good morning sunshine jangan lupa tuntaskan refundnya @mecimapro #MecimaTuntaskanRefund,1.94675336578829E+018,2025-07-20 02:05:45+00:00,@TWYWLFTV,1951515212,in,,0,0,0,0,https://x.com/TWYWLFTV/status/1946753365788299732,['mecimapro'],1,mecimapro,@TWYWLFTV
refund duit gue woy 3.4jt pink sc MEMBERSHIP ke rekening BCA. harusnya lo punya data gue kan karena uname ini tercantum di membship? hak gue itu BALIKIN @mecimapro #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94685801548921E+018,2025-07-20 09:01:36+00:00,@lveyss,9.0063126341276E+017,in,,0,0,3,1,https://x.com/lveyss/status/1946858015489212550,['mecimapro'],1,mecimapro,@lveyss
melani WOY haloooo? uang saya mana 3.4jt pink sc membership ke rekening BCA? saya udah email tiap hari udah 3bulan dari janji awal. mau verifikasi gimana lagi? @mecimapro #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94685935655497E+018,2025-07-20 09:06:56+00:00,@lveyss,9.0063126341276E+017,in,,0,0,1,0,https://x.com/lveyss/status/1946859356554977307,['mecimapro'],1,mecimapro,@lveyss
gangerti sama logika sekantor @mecimapro karena dia ngasih due date september dengan nominal 4M+ tapi sampe juli mau habis aja gaada update dan progress samsek. IQ kalian tuh berapa sih? sarjana kan? @mecimapro #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94688228577051E+018,2025-07-20 10:38:02+00:00,@lveyss,9.0063126341276E+017,in,,0,0,0,1,https://x.com/lveyss/status/1946882285770518948,"['mecimapro', 'mecimapro']",2,mecimapro,@lveyss
Tidak lupa menyapa refund kak @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #KawalRefundMecima #MECIMA_NOT_PROfessional #mecimabalikinduitmyday #mecimatuntaskanrefund,1.94688696369041E+018,2025-07-20 10:56:38+00:00,@acelapati,8.81246642942337E+017,in,,0,0,2,1,https://x.com/acelapati/status/1946886963690426386,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@acelapati
@kewonuan @tararoddablue mecimapro tolong segera bayar utang atau refund yang diminta kewonuan dan banyak My Day lainnya. Banyak keluhan serupa soal konser DAY6 yang tertunda. Jangan abaikan selesaikan secara profesional.,1.946890278734E+018,2025-07-20 11:09:48+00:00,@grok,1.72066518318892E+018,in,,0,0,0,0,https://x.com/grok/status/1946890278734008406,"['kewonuan', 'tararoddablue']",2,kewonuan,@grok
kata gw lu bedosa bgt sih cim.. bikin rugi byk orang lewat utang refund ditambah bikin trauma tiap denger wtts sama kembang api.. mau ditebus pake apa juga itu dosa org2 pada kaga maapin itu... refund jalanin yg bener bjir @mecimapro,1.9469038234796E+018,2025-07-20 12:03:37+00:00,@shiro_erii,1617960474,in,,0,0,0,0,https://x.com/shiro_erii/status/1946903823479603547,['mecimapro'],1,mecimapro,@shiro_erii
Jyp aja jualan denimalz gosong kakak2 gak jualan apa gitu buat refund? @mecimapro #MecimaTuntaskanRefund,1.94690910850828E+018,2025-07-20 12:24:37+00:00,@ceritanyasofi,95153541,in,,0,0,0,0,https://x.com/ceritanyasofi/status/1946909108508283278,['mecimapro'],1,mecimapro,@ceritanyasofi
refund besok senin btw @mecimapro masih kerja apa udah tutup?,1.94692521317593E+018,2025-07-20 13:28:37+00:00,@jaebeomsfrhead,9.82894552934525E+017,in,,0,0,0,0,https://x.com/jaebeomsfrhead/status/1946925213175935173,['mecimapro'],1,mecimapro,@jaebeomsfrhead
Sekedar mengingatkan. REFUND @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #KawalRefundMecima #MECIMA_NOT_PROfessional #mecimabalikinduitmyday #mecimatuntaskanrefund,1.94692780012197E+018,2025-07-20 13:38:54+00:00,@aIlonica,1883700031,in,,0,0,6,0,https://x.com/aIlonica/status/1946927800121983227,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@aIlonica
ayolah bro day6 udh sampe ngadain fanmeet yakali lu ga REFUND @mecimapro pak besok senen harap bekerja dengan baik yaa buat REFUND ini @BPKN_RI @Kemendag @KemenPariwisata,1.9469294044601E+018,2025-07-20 13:45:16+00:00,@xzlailnmf,1.84142961746034E+018,in,,0,0,1,0,https://x.com/xzlailnmf/status/1946929404460106171,"['mecimapro', 'BPKN_RI', 'Kemendag', 'KemenPariwisata']",4,mecimapro,@xzlailnmf
Refundnya dong? In this economy duit yang menurut kalian gak seberapa itu sangat berharga buat banyak orang!!!!!! @mecimapro #KawalRefundMecima,1.94712130536889E+018,2025-07-21 02:27:49+00:00,@thelucine,558335987,in,,0,0,1,0,https://x.com/thelucine/status/1947121305368899820,['mecimapro'],1,mecimapro,@thelucine
refund villains tolong. udah lewat dari tenggat yang lu undur itu @mecimapro,1.94713930178091E+018,2025-07-21 03:39:20+00:00,@dowo_onie,7.79307133133204E+017,in,,0,0,0,0,https://x.com/dowo_onie/status/1947139301780918473,['mecimapro'],1,mecimapro,@dowo_onie
SELAMAT PAGI SELAMAT HARI SENIN AYOK REFUND DUIT SAYA @mecimapro,1.94714319723662E+018,2025-07-21 03:54:49+00:00,@jungsund,1.89610645057514E+018,in,,0,0,0,0,https://x.com/jungsund/status/1947143197236625719,['mecimapro'],1,mecimapro,@jungsund
refund nya mana kocak @mecimapro,1.94716597475672E+018,2025-07-21 05:25:19+00:00,@jaebeomsfrhead,9.82894552934525E+017,in,,0,0,0,0,https://x.com/jaebeomsfrhead/status/1947165974756725034,['mecimapro'],1,mecimapro,@jaebeomsfrhead
refundku tolong yhhh thx @mecimapro,1.94716936733638E+018,2025-07-21 05:38:48+00:00,@samgyeopshal,1.12892576482328E+018,in,,0,0,1,0,https://x.com/samgyeopshal/status/1947169367336394783,['mecimapro'],1,mecimapro,@samgyeopshal
@dalkomhanihae @mecimapro Bukan maksudnya si bangke ini ga lanjutin refund apa karena nonton day6 pier10 atau gmn? Ga ada progress bgt,1.94716980538108E+018,2025-07-21 05:40:32+00:00,@monkblankk,1.08804708172433E+018,in,,0,1,0,0,https://x.com/monkblankk/status/1947169805381083319,"['dalkomhanihae', 'mecimapro']",2,dalkomhanihae,@monkblankk
Udah senin lagi njing mana refund gue @mecimapro,1.94717693511482E+018,2025-07-21 06:08:52+00:00,@mingchewifeu,1.61611309018946E+018,in,,0,0,0,0,https://x.com/mingchewifeu/status/1947176935114825879,['mecimapro'],1,mecimapro,@mingchewifeu
Countdown ke 14 september 55 hari kalender atau 39 hari kerja lagi ya kak @mecimapro ditunggu update progressnya,1.94718229965904E+018,2025-07-21 06:30:11+00:00,@splenjdid,1.06947107860125E+018,in,,0,1,1,2,https://x.com/splenjdid/status/1947182299659043098,['mecimapro'],1,mecimapro,@splenjdid
eh iya lu kapan rencana mau bayar utang dah @mecimapro,1.94725709830521E+018,2025-07-21 11:27:25+00:00,@imtokkinay,1.37760618776867E+018,in,,0,0,0,0,https://x.com/imtokkinay/status/1947257098305212640,['mecimapro'],1,mecimapro,@imtokkinay
Sorry agak bitter soalnya emang masih hard feeling banget perkara 3 mei mana duit temen-temen myday juga belom di refund. Buruan refund duit temen-temen gw @mecimapro,1.9472640019744E+018,2025-07-21 11:54:51+00:00,@0430_rosegirl,1.19709660767563E+018,in,,2,0,12,41,https://x.com/0430_rosegirl/status/1947264001974407256,['mecimapro'],1,mecimapro,@0430_rosegirl
Kirain apaan refund deh cepetan @mecimapro,1.94726420606918E+018,2025-07-21 11:55:39+00:00,@honeyounx,1.16659094475969E+018,in,,0,0,0,0,https://x.com/honeyounx/status/1947264206069199259,['mecimapro'],1,mecimapro,@honeyounx
By the way many Indonesian My Day that still have not received their refund yet from your partner Mecimapro with the total amount IDR 4 billion. Kindly treat this matter with urgency and take immediate action. Thank you for your attention and support.,1.94726443631133E+018,2025-07-21 11:56:34+00:00,@dari_youngk,1.2495471330043E+018,en,,29,1,2078,5365,https://x.com/dari_youngk/status/1947264436311335276,[],0,,@dari_youngk
gausah mikir mau kabur refund buru @mecimapro,1.94726703266941E+018,2025-07-21 12:06:53+00:00,@caleridula,283293673,in,,0,1,0,0,https://x.com/caleridula/status/1947267032669417529,['mecimapro'],1,mecimapro,@caleridula
@day6official Your fans in Indonesia haven't returned any money until now? Don't let go of your hand. Day6 was destroyed by promoter @mecimapro please help me.,1.94726749593469E+018,2025-07-21 12:08:44+00:00,@keyboardwon94,1.76506792828909E+018,en,,0,2,105,995,https://x.com/keyboardwon94/status/1947267495934693723,"['day6official', 'mecimapro']",2,day6official,@keyboardwon94
@day6official terus kalian kapan balikin 4 milyar duit gue dan fans day6 yang beli tiket forever young jakarta 3 mei monyetssss @jypnation @mecimapro @day6official ???,1.94727053005619E+018,2025-07-21 12:20:47+00:00,@dandeaniee,1.69339055675034E+018,in,,0,0,0,3,https://x.com/dandeaniee/status/1947270530056204732,"['day6official', 'jypnation', 'mecimapro', 'day6official']",4,day6official,@dandeaniee
REFUND OUR MONEY NOW‼️ @mecimapro @jypnation @day6official @KJstyle7 @BPKN_RI @Kemendag @DPR_RI @KemenPariwisata #MyDayTagihMecima #MECIMA_NOT_PROfessional #MecimaTuntaskanRefund #KawalRefundMecima https://t.co/tG4IPIHzXV,1.94727087640508E+018,2025-07-21 12:22:10+00:00,@wowzkdl,2362679569,en,,6,0,365,380,https://x.com/wowzkdl/status/1947270876405080225,"['mecimapro', 'jypnation', 'day6official', 'KJstyle7', 'BPKN_RI', 'Kemendag', 'DPR_RI', 'KemenPariwisata']",8,mecimapro,@wowzkdl
Baru kmrn ngumpul bareng md lagi baru ngomongin tragedi 3 mei eh beneran disenggol lg kapan sembuhnya nih kita? Btw @mecimapro refund refund refund!,1.94727458835989E+018,2025-07-21 12:36:55+00:00,@lalalobeuO07,1.03586555072175E+018,in,,0,0,0,0,https://x.com/lalalobeuO07/status/1947274588359909740,['mecimapro'],1,mecimapro,@lalalobeuO07
eh cim refund lg kpn dahh @mecimapro #MecimaTuntaskanRefund #MECIMA_NOT_PROfessional,1.94727548826458E+018,2025-07-21 12:40:29+00:00,@girinssy,580718723,in,,0,0,1,0,https://x.com/girinssy/status/1947275488264585305,['mecimapro'],1,mecimapro,@girinssy
refund udh sampe mana? knp ga pernah update progress? P @mecimapro #MecimaTuntaskanRefund,1.94727653202997E+018,2025-07-21 12:44:38+00:00,@161kilograms,8.61473106199666E+017,in,,0,0,0,1,https://x.com/161kilograms/status/1947276532029984809,['mecimapro'],1,mecimapro,@161kilograms
jdi inget REFUND DUIT GW WOY @mecimapro,1.9472767009176E+018,2025-07-21 12:45:18+00:00,@dday6Girl_,1.37027157030059E+018,in,,0,0,3,2,https://x.com/dday6Girl_/status/1947276700917600258,['mecimapro'],1,mecimapro,@dday6Girl_
refund woy jgn ilang lu @mecimapro,1.94728010367676E+018,2025-07-21 12:58:50+00:00,@bbangmeokja,1.28070981863058E+018,in,,0,0,8,0,https://x.com/bbangmeokja/status/1947280103676764282,['mecimapro'],1,mecimapro,@bbangmeokja
Lu pilih bayar utang sekarang apa gue tagih di akhirat @mecimapro,1.94728037540059E+018,2025-07-21 12:59:54+00:00,@itsrainyblue_,285781535,in,,0,0,0,0,https://x.com/itsrainyblue_/status/1947280375400599901,['mecimapro'],1,mecimapro,@itsrainyblue_
@day6official Cukup tau aja haha emang lebih takut pusat. Kita mah apa? Anak cabang buangan. Asal lo tau @jypnation INA My Day yg rugi bandar udah berbulan2 gak dapet refundnya respon kalian gimana?! Gak ada tanggung jawab pisan... He @mecimapro jangan lupa bayar utang loh diem2 bae,1.94728191922315E+018,2025-07-21 13:06:02+00:00,@habitwelve,1.3137265391801E+018,in,,0,0,2,22,https://x.com/habitwelve/status/1947281919223156943,"['day6official', 'jypnation', 'mecimapro']",3,day6official,@habitwelve
Heh refund @mecimapro. Kenapa diam aja kayak gak punya tanggungan hutang refund gt sih? Merasa di atas angin kah karena gak ada yg negur kalian? Kurang kah teguran langsung dari Yang Di Atas pas tgl 3 Mei nya? Apa kalian lg berlomba-lomba ngumpulin dosa?,1.94728402180686E+018,2025-07-21 13:14:24+00:00,@ngeluhmuluuu,1.16928024953777E+018,in,,3,0,98,103,https://x.com/ngeluhmuluuu/status/1947284021806866540,['mecimapro'],1,mecimapro,@ngeluhmuluuu
Refundnya lanjutin dong nyet @mecimapro,1.94728460666062E+018,2025-07-21 13:16:43+00:00,@tinyzzy,1146451969,in,,0,0,1,0,https://x.com/tinyzzy/status/1947284606660624893,['mecimapro'],1,mecimapro,@tinyzzy
refund woyy @mecimapro sama aja tone deafnya sama jewaipi,1.94728463766911E+018,2025-07-21 13:16:51+00:00,@naraseyo0,1346555539,in,,0,0,0,0,https://x.com/naraseyo0/status/1947284637669118409,['mecimapro'],1,mecimapro,@naraseyo0
perasaan marah kalo udah nyangkut duit dan kalian tidak mendapatkan hak kalian itu VALID. dunia udah jahat kita kaburnya ke day6 tapi kalo pihak pihak itu jahat kita kemana lagi? KALIAN JANGAN JAHAT SAMA KITA! KALIAN MAKAN ITU DARI UANG KONSUMEN ANDA!! SEGERA REFUND @mecimapro,1.94728465525573E+018,2025-07-21 13:16:55+00:00,@readddin999,1.81817159343008E+018,in,,0,0,0,0,https://x.com/readddin999/status/1947284655255740508,['mecimapro'],1,mecimapro,@readddin999
Kayanya lebih baik gue pake energi marah marah ini buat ngehujat mecima. Balikin duit gue njg @mecimapro,1.94728503041948E+018,2025-07-21 13:18:24+00:00,@tinyzzy,1146451969,in,,0,0,0,0,https://x.com/tinyzzy/status/1947285030419484879,['mecimapro'],1,mecimapro,@tinyzzy
Jelek bgt lu bedua JELEKKK @mecimapro @jypnation,1.94728793660656E+018,2025-07-21 13:29:57+00:00,@bbangmeokja,1.28070981863058E+018,in,,0,0,4,4,https://x.com/bbangmeokja/status/1947287936606576785,"['mecimapro', 'jypnation']",2,mecimapro,@bbangmeokja
Ayoo lagi rame saatnya naikin lagi itu refund @mecimapro belom bayar 4milyar rupiah Buruan bayar bantuin senggol dong @day6official #MecimaTuntaskanRefund,1.94729506699052E+018,2025-07-21 13:58:17+00:00,@susay_n,7.97794022429314E+017,in,,0,0,2,1,https://x.com/susay_n/status/1947295066990522782,"['mecimapro', 'day6official']",2,mecimapro,@susay_n
Ga tau ah capek mual bayangin kapan duitku yang 6 juta itu balik. @day6official cuma bisa bantuin refundnya kmd tapi ga bisa bantuin follow up ke @mecimapro,1.94729683664726E+018,2025-07-21 14:05:19+00:00,@cielettia,7.75275202905186E+017,in,,1,1,2,6,https://x.com/cielettia/status/1947296836647276607,"['day6official', 'mecimapro']",2,day6official,@cielettia
Refund kali ah ga cape ditagih mulu? @mecimapro,1.94730086600612E+018,2025-07-21 14:21:20+00:00,@faniheol,322441783,in,,0,0,0,0,https://x.com/faniheol/status/1947300866006138913,['mecimapro'],1,mecimapro,@faniheol
heh lu tuh kemana sih kocak @mecimapro BALIKIN DUIT ORANG ORANG,1.94730435660624E+018,2025-07-21 14:35:12+00:00,@pipon2020,1.30261128760869E+018,in,,0,0,0,0,https://x.com/pipon2020/status/1947304356606247093,['mecimapro'],1,mecimapro,@pipon2020
BALIKIN DUIT KONSUMEN KONSER DAY6 YANG BELUM DIREFUND!!!! @mecimapro #MecimaTuntaskanRefund,1.94730481893632E+018,2025-07-21 14:37:02+00:00,@airevsev,1.57369103694097E+018,in,,0,0,28,21,https://x.com/airevsev/status/1947304818936320094,['mecimapro'],1,mecimapro,@airevsev
Btw gue liat lu anteng bener @mecimapro inget utang gak? Duit temen2 gue cepet balikin ege jangan bikin konser2an dulu oon.,1.94730485806072E+018,2025-07-21 14:37:11+00:00,@sungddeenly,1.17388423716379E+018,in,,0,0,6,16,https://x.com/sungddeenly/status/1947304858060722215,['mecimapro'],1,mecimapro,@sungddeenly
Kata gue mah mending u refund besok dah daripada ini perkara gue bawa sampe Mekkah @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #KawalRefundMecima #MECIMA_NOT_PROfessional #MecimaTuntaskanRefund,1.94730628526494E+018,2025-07-21 14:42:52+00:00,@acelapati,8.81246642942337E+017,in,,0,0,3,2,https://x.com/acelapati/status/1947306285264945571,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@acelapati
