full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target,remove_user,cleaning,case_folding,tokenisasi,normalisasi,negation_converted_text,stopword_removal,stemming,to_sentence,english,polarity,sentiment
oi album sungjinkubdikirim kapan sih? Aku tuh sampe udah pindah alamat belum dikirim @mecimapro,1.94353703711582e+18,2025-07-11 05:05:13+00:00,@epilaug,1.85291486641324e+18,in,Indonesia,0,0,0,0,https://x.com/epilaug/status/1943537037115822194,['mecimapro'],1,@epilaug,mecimapro,oi album sungjinkubdikirim kapan sih? Aku tuh sampe udah pindah alamat belum dikirim ,oi album sungjinkubdikirim kapan sih Aku tuh sampe udah pindah alamat belum dikirim ,oi album sungjinkubdikirim kapan sih aku tuh sampe udah pindah alamat belum dikirim ,"['oi', 'album', 'sungjinkubdikirim', 'kapan', 'sih', 'aku', 'tuh', 'sampe', 'udah', 'pindah', 'alamat', 'belum', 'dikirim']","['oi', 'album', 'sungjinkubdikirim', 'kapan', 'sih', 'aku', 'tuh', 'sampai', 'sudah', 'pindah', 'alamat', 'belum', 'dikirim']","['oi', 'album', 'sungjinkubdikirim', 'kapan', 'sih', 'aku', 'tuh', 'sampai', 'sudah', 'pindah', 'alamat', 'belum_dikirim']","['oi', 'album', 'sungjinkubdikirim', 'pindah', 'alamat', 'belum_dikirim']","['oi', 'album', 'sungjinkubdikirim', 'pindah', 'alamat', 'belum kirim']",oi album sungjinkubdikirim pindah alamat belum kirim,oi album Sungjinkubdikirim when I have already moved the address has not been sent,0.0,Negative
Mecimaaaa @mecima_shop @mecimapro Album chanyeol face to face jakarta kapan dikirim? Keburu chanyeol ngeluarin album baru nih,1.94353913513579e+18,2025-07-11 05:13:33+00:00,@niandinee,2936703163.0,in,Indonesia,0,0,0,1,https://x.com/niandinee/status/1943539135135793368,"['mecima_shop', 'mecimapro']",2,@niandinee,mecima_shop,Mecimaaaa   Album chanyeol face to face jakarta kapan dikirim? Keburu chanyeol ngeluarin album baru nih,Mecimaa Album chanyeol face to face jakarta kapan dikirim Keburu chanyeol ngeluarin album baru nih,mecimaa album chanyeol face to face jakarta kapan dikirim keburu chanyeol ngeluarin album baru nih,"['mecimaa', 'album', 'chanyeol', 'face', 'to', 'face', 'jakarta', 'kapan', 'dikirim', 'keburu', 'chanyeol', 'ngeluarin', 'album', 'baru', 'nih']","['mecimaa', 'album', 'chanyeol', 'face', 'tapi', 'face', 'jakarta', 'kapan', 'dikirim', 'keburu', 'chanyeol', 'mengeluarkan', 'album', 'baru', 'nih']","['mecimaa', 'album', 'chanyeol', 'face', 'tapi', 'face', 'jakarta', 'kapan', 'dikirim', 'keburu', 'chanyeol', 'mengeluarkan', 'album', 'baru', 'nih']","['mecimaa', 'album', 'chanyeol', 'face', 'face', 'jakarta', 'dikirim', 'keburu', 'chanyeol', 'mengeluarkan', 'album']","['mecimaa', 'album', 'chanyeol', 'face', 'face', 'jakarta', 'kirim', 'keburu', 'chanyeol', 'keluar', 'album']",mecimaa album chanyeol face face jakarta kirim keburu chanyeol keluar album,Mecimaa Album Chanyeol Face to Face Jakarta When was sent to the chanyeol to release a new album,0.13636363636363635,Positive
harusnya ini the last banget hari terakhir refund tapi sampe jam 2 siang ini belum ada refund lagi @mecimapro ada kah yang udah di refund lagi?,1.94356159715648e+18,2025-07-11 06:42:49+00:00,@dhyuckie66,1.31202962666374e+18,in,Indonesia,0,0,1,0,https://x.com/dhyuckie66/status/1943561597156495667,['mecimapro'],1,@dhyuckie66,mecimapro,harusnya ini the last banget hari terakhir refund tapi sampe jam 2 siang ini belum ada refund lagi  ada kah yang udah di refund lagi?,harusnya ini the last banget hari terakhir refund tapi sampe jam siang ini belum ada refund lagi ada kah yang udah di refund lagi ,harusnya ini the last banget hari terakhir refund tapi sampe jam siang ini belum ada refund lagi ada kah yang udah di refund lagi ,"['harusnya', 'ini', 'the', 'last', 'banget', 'hari', 'terakhir', 'refund', 'tapi', 'sampe', 'jam', 'siang', 'ini', 'belum', 'ada', 'refund', 'lagi', 'ada', 'kah', 'yang', 'udah', 'di', 'refund', 'lagi']","['harusnya', 'ini', 'the', 'last', 'banget', 'hari', 'terakhir', 'refund', 'tapi', 'sampai', 'jam', 'siang', 'ini', 'belum', 'ada', 'refund', 'lagi', 'ada', 'kah', 'yang', 'sudah', 'di', 'refund', 'lagi']","['harusnya', 'ini', 'the', 'last', 'banget', 'hari', 'terakhir', 'refund', 'tapi', 'sampai', 'jam', 'siang', 'ini', 'belum_ada', 'refund', 'lagi', 'ada', 'kah', 'yang', 'sudah', 'di', 'refund', 'lagi']","['the', 'last', 'banget', 'refund', 'jam', 'siang', 'belum_ada', 'refund', 'kah', 'yang', 'refund']","['the', 'last', 'banget', 'refund', 'jam', 'siang', 'belum ada', 'refund', 'kah', 'yang', 'refund']",the last banget refund jam siang belum ada refund kah yang refund,This should be the last day the last day refund but until this afternoon there is no refund anymore there is a refund again,0.0,Negative
Oh gue baru ngecek IG ternyata si @mecimapro masih jualan SHI ya. Ga berani jualan di twitter jadi jualannya di IG refund dulu kali cim udah lama deh ga ngeliat progressnya. Masih ngumpulin duit kah?,1.94356529854169e+18,2025-07-11 06:57:31+00:00,@retdstar,1.52151127591396e+18,in,Indonesia,0,0,0,0,https://x.com/retdstar/status/1943565298541695196,['mecimapro'],1,@retdstar,mecimapro,Oh gue baru ngecek IG ternyata si  masih jualan SHI ya. Ga berani jualan di twitter jadi jualannya di IG refund dulu kali cim udah lama deh ga ngeliat progressnya. Masih ngumpulin duit kah?,Oh gue baru ngecek IG ternyata si masih jualan SHI ya Ga berani jualan di twitter jadi jualannya di IG refund dulu kali cim udah lama deh ga ngeliat progressnya Masih ngumpulin duit kah ,oh gue baru ngecek ig ternyata si masih jualan shi ya ga berani jualan di twitter jadi jualannya di ig refund dulu kali cim udah lama deh ga ngeliat progressnya masih ngumpulin duit kah ,"['oh', 'gue', 'baru', 'ngecek', 'ig', 'ternyata', 'si', 'masih', 'jualan', 'shi', 'ya', 'ga', 'berani', 'jualan', 'di', 'twitter', 'jadi', 'jualannya', 'di', 'ig', 'refund', 'dulu', 'kali', 'cim', 'udah', 'lama', 'deh', 'ga', 'ngeliat', 'progressnya', 'masih', 'ngumpulin', 'duit', 'kah']","['oh', 'gue', 'baru', 'mengecek', 'ig', 'ternyata', 'sih', 'masih', 'jualan', 'shi', 'ya', 'enggak', 'berani', 'jualan', 'di', 'twitter', 'jadi', 'jualannya', 'di', 'ig', 'refund', 'dulu', 'kali', 'cim', 'sudah', 'lama', 'deh', 'enggak', 'melihat', 'progressnya', 'masih', 'ngumpulin', 'duit', 'kah']","['oh', 'gue', 'baru', 'mengecek', 'ig', 'ternyata', 'sih', 'masih', 'jualan', 'shi', 'ya', 'enggak_berani', 'jualan', 'di', 'twitter', 'jadi', 'jualannya', 'di', 'ig', 'refund', 'dulu', 'kali', 'cim', 'sudah', 'lama', 'deh', 'enggak_melihat', 'progressnya', 'masih', 'ngumpulin', 'duit', 'kah']","['oh', 'gue', 'mengecek', 'ig', 'jualan', 'shi', 'enggak_berani', 'jualan', 'twitter', 'jualannya', 'ig', 'refund', 'dulu', 'kali', 'cim', 'deh', 'enggak_melihat', 'progressnya', 'ngumpulin', 'duit', 'kah']","['oh', 'gue', 'ecek', 'ig', 'jual', 'shi', 'enggak berani', 'jual', 'twitter', 'jual', 'ig', 'refund', 'dulu', 'kali', 'cim', 'deh', 'enggak lihat', 'progressnya', 'ngumpulin', 'duit', 'kah']",oh gue ecek ig jual shi enggak berani jual twitter jual ig refund dulu kali cim deh enggak lihat progressnya ngumpulin duit kah,"Oh, I just checked the IG, it turned out that the SI was still selling Shi, I didn't dare to sell on Twitter, so he sold it on IG, the first time, I hadn't seen the progress, still gathering money",0.25,Positive
OH jadi @mecimapro masih belum jalan refund lagi? lama banget..........................................,1.9435694589683e+18,2025-07-11 07:14:03+00:00,@istiqqq_,282579318.0,in,Indonesia,0,0,0,2,https://x.com/istiqqq_/status/1943569458968305864,['mecimapro'],1,@istiqqq_,mecimapro,OH jadi  masih belum jalan refund lagi? lama banget..........................................,OH jadi masih belum jalan refund lagi lama banget ,oh jadi masih belum jalan refund lagi lama banget ,"['oh', 'jadi', 'masih', 'belum', 'jalan', 'refund', 'lagi', 'lama', 'banget']","['oh', 'jadi', 'masih', 'belum', 'jalan', 'refund', 'lagi', 'lama', 'banget']","['oh', 'jadi', 'masih', 'belum_jalan', 'refund', 'lagi', 'lama', 'banget']","['oh', 'belum_jalan', 'refund', 'banget']","['oh', 'belum jalan', 'refund', 'banget']",oh belum jalan refund banget,oh so it's still not refunding anymore for a long time,-0.05,Negative
udah hari terakhir kalian punya duitnya nggak sih? @mecimapro #DesakRefundMecima #KamiBersamaVillains,1.94358024725901e+18,2025-07-11 07:56:55+00:00,@dhyuckie66,1.31202962666374e+18,in,Indonesia,0,0,0,0,https://x.com/dhyuckie66/status/1943580247259017543,['mecimapro'],1,@dhyuckie66,mecimapro,udah hari terakhir kalian punya duitnya nggak sih?  #DesakRefundMecima #KamiBersamaVillains,udah hari terakhir kalian punya duitnya nggak sih DesakRefundMecima KamiBersamaVillains,udah hari terakhir kalian punya duitnya nggak sih desakrefundmecima kamibersamavillains,"['udah', 'hari', 'terakhir', 'kalian', 'punya', 'duitnya', 'nggak', 'sih', 'desakrefundmecima', 'kamibersamavillains']","['sudah', 'hari', 'terakhir', 'kalian', 'punya', 'duitnya', 'enggak', 'sih', 'desakrefundmecima', 'kamibersamavillains']","['sudah', 'hari', 'terakhir', 'kalian', 'punya', 'duitnya', 'enggak_sih', 'desakrefundmecima', 'kamibersamavillains']","['duitnya', 'enggak_sih', 'desakrefundmecima', 'kamibersamavillains']","['duit', 'enggak sih', 'desakrefundmecima', 'kamibersamavillains']",duit enggak sih desakrefundmecima kamibersamavillains,Already the last day you have the money or not desakrefundmecima kamibersamavillans,0.0,Negative
Uhuk ayo kerja yang bener yaaa @mecimapro .. #KawalRefundMecima #MecimaBalikinDuitMyDay #MECIMA_NOT_PROfessional,1.94358289005639e+18,2025-07-11 08:07:25+00:00,@netkirei,56996790.0,in,Indonesia,0,0,0,1,https://x.com/netkirei/status/1943582890056409184,['mecimapro'],1,@netkirei,mecimapro,Uhuk ayo kerja yang bener yaaa  .. #KawalRefundMecima #MecimaBalikinDuitMyDay #MECIMA_NOT_PROfessional,Uhuk ayo kerja yang bener yaa KawalRefundMecima MecimaBalikinDuitMyDay MECIMA_NOT_PROfessional,uhuk ayo kerja yang bener yaa kawalrefundmecima mecimabalikinduitmyday mecima_not_professional,"['uhuk', 'ayo', 'kerja', 'yang', 'bener', 'yaa', 'kawalrefundmecima', 'mecimabalikinduitmyday', 'mecima_not_professional']","['uhuk', 'ayo', 'kerja', 'yang', 'benar', 'ya', 'kawalrefundmecima', 'mecimabalikinduitmyday', 'mecima_not_professional']","['uhuk', 'ayo', 'kerja', 'yang', 'benar', 'ya', 'kawalrefundmecima', 'mecimabalikinduitmyday', 'mecima_not_professional']","['uhuk', 'ayo', 'kerja', 'yang', 'kawalrefundmecima', 'mecimabalikinduitmyday', 'mecima_not_professional']","['uhuk', 'ayo', 'kerja', 'yang', 'kawalrefundmecima', 'mecimabalikinduitmyday', 'mecima not professional']",uhuk ayo kerja yang kawalrefundmecima mecimabalikinduitmyday mecima not professional,cough let's work that is true yaa kawalrefundmecima mecimabalikinduitmyday mecima_not_professional,0.35,Positive
MANA REFUND GWWWW ANJJIRRRR @mecimapro,1.94358790849946e+18,2025-07-11 08:27:22+00:00,@daydreammyy,1.76542698420373e+18,in,Indonesia,0,0,0,0,https://x.com/daydreammyy/status/1943587908499468614,['mecimapro'],1,@daydreammyy,mecimapro,MANA REFUND GWWWW ANJJIRRRR ,MANA REFUND GWW ANJJIRR ,mana refund gww anjjirr ,"['mana', 'refund', 'gww', 'anjjirr']","['mana', 'refund', 'gww', 'anjjirr']","['mana', 'refund', 'gww', 'anjjirr']","['refund', 'gww', 'anjjirr']","['refund', 'gww', 'anjjirr']",refund gww anjjirr,Where is the Refund Gww Anjjirr,0.0,Negative
Cim kok tumben diem @mecimapro,1.94358859054761e+18,2025-07-11 08:30:04+00:00,@Jea_veel,1.31817564850288e+18,in,Indonesia,0,0,0,0,https://x.com/Jea_veel/status/1943588590547616025,['mecimapro'],1,@Jea_veel,mecimapro,Cim kok tumben diem ,Cim kok tumben diem ,cim kok tumben diem ,"['cim', 'kok', 'tumben', 'diem']","['cim', 'kok', 'tumben', 'diam']","['cim', 'kok', 'tumben', 'diam']","['cim', 'tumben', 'diam']","['cim', 'tumben', 'diam']",cim tumben diam,cim why tumben shut up,0.0,Negative
D+1 dari batas waktu terakhir yg dijanjikan buat refund ayo refund uang kuuu @mecimapro,1.94358985370445e+18,2025-07-11 08:35:05+00:00,@temenbarbie,2795709026.0,in,Indonesia,0,0,0,0,https://x.com/temenbarbie/status/1943589853704454455,['mecimapro'],1,@temenbarbie,mecimapro,D+1 dari batas waktu terakhir yg dijanjikan buat refund ayo refund uang kuuu ,D dari batas waktu terakhir yg dijanjikan buat refund ayo refund uang kuu ,d dari batas waktu terakhir yg dijanjikan buat refund ayo refund uang kuu ,"['d', 'dari', 'batas', 'waktu', 'terakhir', 'yg', 'dijanjikan', 'buat', 'refund', 'ayo', 'refund', 'uang', 'kuu']","['di', 'dari', 'batas', 'waktu', 'terakhir', 'yang', 'dijanjikan', 'buat', 'refund', 'ayo', 'refund', 'uang', 'ku']","['di', 'dari', 'batas', 'waktu', 'terakhir', 'yang', 'dijanjikan', 'buat', 'refund', 'ayo', 'refund', 'uang', 'ku']","['batas', 'yang', 'dijanjikan', 'refund', 'ayo', 'refund', 'uang', 'ku']","['batas', 'yang', 'janji', 'refund', 'ayo', 'refund', 'uang', 'ku']",batas yang janji refund ayo refund uang ku,D from the last time limit promised to refund let's refund money kuu,0.0,Negative
Skrg cuman berani jualan di IG krn takut digeruduk warga ya? @mecimapro Makanya bayar utang lo!!!!,1.94359738457696e+18,2025-07-11 09:05:01+00:00,@kittisaurs,8.75287379841392e+17,in,Indonesia,0,0,0,0,https://x.com/kittisaurs/status/1943597384576979048,['mecimapro'],1,@kittisaurs,mecimapro,Skrg cuman berani jualan di IG krn takut digeruduk warga ya?  Makanya bayar utang lo!!!!,Skrg cuman berani jualan di IG krn takut digeruduk warga ya Makanya bayar utang lo ,skrg cuman berani jualan di ig krn takut digeruduk warga ya makanya bayar utang lo ,"['skrg', 'cuman', 'berani', 'jualan', 'di', 'ig', 'krn', 'takut', 'digeruduk', 'warga', 'ya', 'makanya', 'bayar', 'utang', 'lo']","['sekarang', 'cuman', 'berani', 'jualan', 'di', 'ig', 'karena', 'takut', 'digeruduk', 'warga', 'ya', 'makanya', 'bayar', 'utang', 'lo']","['sekarang', 'cuman', 'berani', 'jualan', 'di', 'ig', 'karena', 'takut', 'digeruduk', 'warga', 'ya', 'makanya', 'bayar', 'utang', 'lo']","['cuman', 'berani', 'jualan', 'ig', 'takut', 'digeruduk', 'warga', 'bayar', 'utang', 'lo']","['cuman', 'berani', 'jual', 'ig', 'takut', 'digeruduk', 'warga', 'bayar', 'utang', 'lo']",cuman berani jual ig takut digeruduk warga bayar utang lo,"Now it's only dare to sell at IG because I'm afraid of being occupied by residents, so pay your debt",-0.3,Negative
mel refund oi @mecimapro jangan update doang di ig. coba update di sini dong. ayo refund dulu mel @Kemendag @BPKN_RI @KemenPariwisata,1.94361047557461e+18,2025-07-11 09:57:02+00:00,@xzlailnmf,1.84142961746034e+18,in,Indonesia,0,0,0,0,https://x.com/xzlailnmf/status/1943610475574624571,"['mecimapro', 'Kemendag', 'BPKN_RI', 'KemenPariwisata']",4,@xzlailnmf,mecimapro,mel refund oi  jangan update doang di ig. coba update di sini dong. ayo refund dulu mel   ,mel refund oi jangan update doang di ig coba update di sini dong ayo refund dulu mel ,mel refund oi jangan update doang di ig coba update di sini dong ayo refund dulu mel ,"['mel', 'refund', 'oi', 'jangan', 'update', 'doang', 'di', 'ig', 'coba', 'update', 'di', 'sini', 'dong', 'ayo', 'refund', 'dulu', 'mel']","['mel', 'refund', 'oi', 'jangan', 'update', 'doang', 'di', 'ig', 'coba', 'update', 'di', 'sini', 'dong', 'ayo', 'refund', 'dulu', 'mel']","['mel', 'refund', 'oi', 'jangan_update', 'doang', 'di', 'ig', 'coba', 'update', 'di', 'sini', 'dong', 'ayo', 'refund', 'dulu', 'mel']","['mel', 'refund', 'oi', 'jangan_update', 'doang', 'ig', 'coba', 'update', 'ayo', 'refund', 'dulu', 'mel']","['mel', 'refund', 'oi', 'jangan update', 'doang', 'ig', 'coba', 'update', 'ayo', 'refund', 'dulu', 'mel']",mel refund oi jangan update doang ig coba update ayo refund dulu mel,"Mel refund OI, don't update it on IG, try updating here, let's refund first, Mel",0.25,Positive
@inidhilafadhila @mecimapro Belom masih ada refund DAY6 sama XH,1.94361579535275e+18,2025-07-11 10:18:10+00:00,@pudingcklt__,1.22310999533346e+18,in,Indonesia,0,0,0,0,https://x.com/pudingcklt__/status/1943615795352756624,"['inidhilafadhila', 'mecimapro']",2,@pudingcklt__,inidhilafadhila,  Belom masih ada refund DAY6 sama XH, Belom masih ada refund DAY sama XH, belom masih ada refund day sama xh,"['belom', 'masih', 'ada', 'refund', 'day', 'sama', 'xh']","['belum', 'masih', 'ada', 'refund', 'day', 'sama', 'xh']","['belum_masih', 'ada', 'refund', 'day', 'sama', 'xh']","['belum_masih', 'refund', 'day', 'xh']","['belum masih', 'refund', 'day', 'xh']",belum masih refund day xh,Not yet there is still a refund day with XH,0.0,Negative
Sebelum ngadain event berikutnya tolong dong refundnya kakak wkt itu bilang september tuh nunggu apa sih kalo boleh tau? kalian taro pasar modal lg nunggu pinjeman cair apa gimana ya kak? @mecimapro,1.94362124400112e+18,2025-07-11 10:39:49+00:00,@youngpiil,1.18080109299033e+18,in,Indonesia,0,0,0,0,https://x.com/youngpiil/status/1943621244001136841,['mecimapro'],1,@youngpiil,mecimapro,Sebelum ngadain event berikutnya tolong dong refundnya kakak wkt itu bilang september tuh nunggu apa sih kalo boleh tau? kalian taro pasar modal lg nunggu pinjeman cair apa gimana ya kak? ,Sebelum ngadain event berikutnya tolong dong refundnya kakak wkt itu bilang september tuh nunggu apa sih kalo boleh tau kalian taro pasar modal lg nunggu pinjeman cair apa gimana ya kak ,sebelum ngadain event berikutnya tolong dong refundnya kakak wkt itu bilang september tuh nunggu apa sih kalo boleh tau kalian taro pasar modal lg nunggu pinjeman cair apa gimana ya kak ,"['sebelum', 'ngadain', 'event', 'berikutnya', 'tolong', 'dong', 'refundnya', 'kakak', 'wkt', 'itu', 'bilang', 'september', 'tuh', 'nunggu', 'apa', 'sih', 'kalo', 'boleh', 'tau', 'kalian', 'taro', 'pasar', 'modal', 'lg', 'nunggu', 'pinjeman', 'cair', 'apa', 'gimana', 'ya', 'kak']","['sebelum', 'mengadakan', 'event', 'berikutnya', 'tolong', 'dong', 'refundnya', 'kakak', 'waktu', 'itu', 'bilang', 'september', 'tuh', 'menunggu', 'apa', 'sih', 'kalo', 'boleh', 'tau', 'kalian', 'taro', 'pasar', 'modal', 'lagi', 'menunggu', 'pinjeman', 'cair', 'apa', 'bagaimana', 'ya', 'kak']","['sebelum', 'mengadakan', 'event', 'berikutnya', 'tolong', 'dong', 'refundnya', 'kakak', 'waktu', 'itu', 'bilang', 'september', 'tuh', 'menunggu', 'apa', 'sih', 'kalo', 'boleh', 'tau', 'kalian', 'taro', 'pasar', 'modal', 'lagi', 'menunggu', 'pinjeman', 'cair', 'apa', 'bagaimana', 'ya', 'kak']","['mengadakan', 'event', 'tolong', 'refundnya', 'kakak', 'bilang', 'september', 'menunggu', 'tau', 'taro', 'pasar', 'modal', 'menunggu', 'pinjeman', 'cair', 'kak']","['ada', 'event', 'tolong', 'refundnya', 'kakak', 'bilang', 'september', 'tunggu', 'tau', 'taro', 'pasar', 'modal', 'tunggu', 'pinjeman', 'cair', 'kak']",ada event tolong refundnya kakak bilang september tunggu tau taro pasar modal tunggu pinjeman cair kak,"Before holding the next event, please refund, brother, say that September is waiting for what if you may know that you will taro the capital market, waiting for a liquid loan, what do you do, sis",0.0,Negative
REFUND GAK REFUND GAAKKKKK GW NGAMUK NIHH REFUND DUIT TEMEN TEMEN GUA WOYYYYY @mecimapro #DesakRefundMecima #KamiBersamaVillains,1.94362239783769e+18,2025-07-11 10:44:25+00:00,@odecumi,1.75401368107008e+18,in,Indonesia,0,0,0,0,https://x.com/odecumi/status/1943622397837693271,['mecimapro'],1,@odecumi,mecimapro,REFUND GAK REFUND GAAKKKKK GW NGAMUK NIHH REFUND DUIT TEMEN TEMEN GUA WOYYYYY  #DesakRefundMecima #KamiBersamaVillains,REFUND GAK REFUND GAAKK GW NGAMUK NIHH REFUND DUIT TEMEN TEMEN GUA WOYY DesakRefundMecima KamiBersamaVillains,refund gak refund gaakk gw ngamuk nihh refund duit temen temen gua woyy desakrefundmecima kamibersamavillains,"['refund', 'gak', 'refund', 'gaakk', 'gw', 'ngamuk', 'nihh', 'refund', 'duit', 'temen', 'temen', 'gua', 'woyy', 'desakrefundmecima', 'kamibersamavillains']","['refund', 'enggak', 'refund', 'gaakk', 'gue', 'ngamuk', 'nih', 'refund', 'duit', 'teman', 'teman', 'gua', 'woyy', 'desakrefundmecima', 'kamibersamavillains']","['refund', 'enggak_refund', 'gaakk', 'gue', 'ngamuk', 'nih', 'refund', 'duit', 'teman', 'teman', 'gua', 'woyy', 'desakrefundmecima', 'kamibersamavillains']","['refund', 'enggak_refund', 'gaakk', 'gue', 'ngamuk', 'refund', 'duit', 'teman', 'teman', 'gua', 'woyy', 'desakrefundmecima', 'kamibersamavillains']","['refund', 'enggak refund', 'gaakk', 'gue', 'ngamuk', 'refund', 'duit', 'teman', 'teman', 'gua', 'woyy', 'desakrefundmecima', 'kamibersamavillains']",refund enggak refund gaakk gue ngamuk refund duit teman teman gua woyy desakrefundmecima kamibersamavillains,"Refund not refunded, I am gaped, refund, refund my friends, my friends, woyy desakrefundmecima kamibersamavilins",0.0,Negative
diliat liat sekarang beraninya cuma update di ig nih kalo update disini takut ditagih utangnya ya mel @mecimapro,1.94362790651466e+18,2025-07-11 11:06:18+00:00,@mondoori_,9.3653163260492e+17,in,Indonesia,0,0,0,0,https://x.com/mondoori_/status/1943627906514665654,['mecimapro'],1,@mondoori_,mecimapro,diliat liat sekarang beraninya cuma update di ig nih kalo update disini takut ditagih utangnya ya mel ,diliat liat sekarang beraninya cuma update di ig nih kalo update disini takut ditagih utangnya ya mel ,diliat liat sekarang beraninya cuma update di ig nih kalo update disini takut ditagih utangnya ya mel ,"['diliat', 'liat', 'sekarang', 'beraninya', 'cuma', 'update', 'di', 'ig', 'nih', 'kalo', 'update', 'disini', 'takut', 'ditagih', 'utangnya', 'ya', 'mel']","['dilihat', 'lihat', 'sekarang', 'beraninya', 'cuma', 'update', 'di', 'ig', 'nih', 'kalo', 'update', 'disini', 'takut', 'ditagih', 'utangnya', 'ya', 'mel']","['dilihat', 'lihat', 'sekarang', 'beraninya', 'cuma', 'update', 'di', 'ig', 'nih', 'kalo', 'update', 'disini', 'takut', 'ditagih', 'utangnya', 'ya', 'mel']","['lihat', 'beraninya', 'update', 'ig', 'update', 'takut', 'ditagih', 'utangnya', 'mel']","['lihat', 'berani', 'update', 'ig', 'update', 'takut', 'tagih', 'utang', 'mel']",lihat berani update ig update takut tagih utang mel,"see you now, how dare you just update on the IG if you update here, afraid of being billed for the debt, Mel",-0.6,Negative
malem @mecimapro REFUND PLS???? didiemin bukan malah sadar malah MAKIN DIEM. #MecimaBalikinDuitMyday #Mecima_NOT_PROfessional,1.94363921359901e+18,2025-07-11 11:51:14+00:00,@timelessungjin,1.38620781527914e+18,in,Indonesia,0,0,47,22,https://x.com/timelessungjin/status/1943639213599019060,['mecimapro'],1,@timelessungjin,mecimapro,malem  REFUND PLS???? didiemin bukan malah sadar malah MAKIN DIEM. #MecimaBalikinDuitMyday #Mecima_NOT_PROfessional,malem REFUND PLS didiemin bukan malah sadar malah MAKIN DIEM MecimaBalikinDuitMyday Mecima_NOT_PROfessional,malem refund pls didiemin bukan malah sadar malah makin diem mecimabalikinduitmyday mecima_not_professional,"['malem', 'refund', 'pls', 'didiemin', 'bukan', 'malah', 'sadar', 'malah', 'makin', 'diem', 'mecimabalikinduitmyday', 'mecima_not_professional']","['malam', 'refund', 'pls', 'didiemin', 'bukan', 'malah', 'sadar', 'malah', 'makin', 'diam', 'mecimabalikinduitmyday', 'mecima_not_professional']","['malam', 'refund', 'pls', 'didiemin', 'bukan_malah', 'sadar', 'malah', 'makin', 'diam', 'mecimabalikinduitmyday', 'mecima_not_professional']","['malam', 'refund', 'pls', 'didiemin', 'bukan_malah', 'sadar', 'diam', 'mecimabalikinduitmyday', 'mecima_not_professional']","['malam', 'refund', 'pls', 'didiemin', 'bukan malah', 'sadar', 'diam', 'mecimabalikinduitmyday', 'mecima not professional']",malam refund pls didiemin bukan malah sadar diam mecimabalikinduitmyday mecima not professional,Malem Refund PLS Didiemin instead of realizing it is even more silent mecimabalikinduitmyday mecima_not_professional,0.25,Positive
Aaaaaaaa tiap byuma di negara lain gw strezzz mau nangis rasanya karena harusnya gue bisa nonton emang elu biang kerok @mecimapro,1.94366084505078e+18,2025-07-11 13:17:11+00:00,@temenbarbie,2795709026.0,in,Indonesia,0,0,0,0,https://x.com/temenbarbie/status/1943660845050798500,['mecimapro'],1,@temenbarbie,mecimapro,Aaaaaaaa tiap byuma di negara lain gw strezzz mau nangis rasanya karena harusnya gue bisa nonton emang elu biang kerok ,Aaa tiap byuma di negara lain gw strezz mau nangis rasanya karena harusnya gue bisa nonton emang elu biang kerok ,aaa tiap byuma di negara lain gw strezz mau nangis rasanya karena harusnya gue bisa nonton emang elu biang kerok ,"['aaa', 'tiap', 'byuma', 'di', 'negara', 'lain', 'gw', 'strezz', 'mau', 'nangis', 'rasanya', 'karena', 'harusnya', 'gue', 'bisa', 'nonton', 'emang', 'elu', 'biang', 'kerok']","['aaa', 'tiap', 'byuma', 'di', 'negara', 'lain', 'gue', 'strezz', 'mau', 'menangis', 'rasanya', 'karena', 'harusnya', 'gue', 'bisa', 'menonton', 'memang', 'lu', 'biang', 'kerok']","['aaa', 'tiap', 'byuma', 'di', 'negara', 'lain', 'gue', 'strezz', 'mau', 'menangis', 'rasanya', 'karena', 'harusnya', 'gue', 'bisa', 'menonton', 'memang', 'lu', 'biang', 'kerok']","['aaa', 'byuma', 'negara', 'lain', 'gue', 'strezz', 'mau', 'menangis', 'gue', 'menonton', 'lu', 'biang', 'kerok']","['aaa', 'byuma', 'negara', 'lain', 'gue', 'strezz', 'mau', 'menang', 'gue', 'tonton', 'lu', 'biang', 'kerok']",aaa byuma negara lain gue strezz mau menang gue tonton lu biang kerok,aaa every biome in another country I stress I want to cry because I should be able to watch you,0.5,Positive
